age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
45-54,Federal-gov,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,None,High,40,Philippines,<=50K
55-64,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,None,High,60,China,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,High,40,United-States,<=50K
45-54,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,High,60,Canada,<=50K
35-44,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,High,20,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,High,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,60,United-States,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,45,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,High,40,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,High,50,United-States,<=50K
45-54,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,40,United-States,<=50K
45-54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,High,20,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,High,40,United-States,<=50K
35-44,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,High,40,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,40,United-States,<=50K
25-34,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,40,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,None,High,57,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,High,38,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,44,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,High,40,United-States,<=50K
25-34,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,None,High,40,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,High,55,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,40,Poland,<=50K
35-44,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,40,United-States,<=50K
55-64,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,20,United-States,<=50K
35-44,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,None,High,40,United-States,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,High,40,United-States,<=50K
45-54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,None,High,50,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,High,40,United-States,<=50K
35-44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,48,United-States,<=50K
25-34,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,None,High,10,United-States,<=50K
25-34,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,High,40,United-States,<=50K
25-34,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,30,United-States,<=50K
55-64,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,None,High,34,United-States,<=50K
45-54,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,40,United-States,<=50K
45-54,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,None,High,45,United-States,<=50K
55-64,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,High,40,United-States,<=50K
45-54,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,None,High,40,United-States,<=50K
25-34,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,None,High,40,Iran,<=50K
35-44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,40,United-States,<=50K
25-34,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,42,United-States,<=50K
25-34,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,None,High,40,England,<=50K
25-34,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,40,United-States,<=50K
55-64,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,50,United-States,<=50K
45-54,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,30,United-States,<=50K
25-34,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,None,High,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,60,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,None,High,40,United-States,<=50K
45-54,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,None,High,55,United-States,<=50K
25-34,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,High,40,United-States,<=50K
25-34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,40,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,High,40,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,None,High,45,United-States,<=50K
45-54,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,Male,None,High,45,United-States,<=50K
19-24,?,HS-grad,9,Never-married,?,Unmarried,White,Male,None,High,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,None,High,42,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,None,High,40,United-States,<=50K
35-44,Federal-gov,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Male,None,High,60,United-States,<=50K
25-34,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,None,High,40,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,High,40,United-States,<=50K
25-34,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,None,High,30,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,None,High,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,None,High,40,United-States,<=50K
55-64,?,HS-grad,9,Separated,?,Not-in-family,Black,Female,None,High,40,United-States,<=50K
35-44,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,None,High,50,United-States,<=50K
45-54,Self-emp-not-inc,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,None,High,35,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,None,High,50,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,None,High,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,None,High,37,United-States,<=50K
55-64,Federal-gov,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male,None,High,65,United-States,<=50K
19-24,Local-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,None,High,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,None,High,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,None,High,40,United-States,<=50K
19-24,?,Some-college,10,Never-married,?,Not-in-family,White,Male,None,High,45,United-States,<=50K
45-54,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,None,High,40,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,None,High,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,None,High,40,United-States,<=50K
35-44,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,None,High,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,None,Med-High,40,United-States,<=50K
25-34,Private,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,None,Med-High,40,Philippines,<=50K
35-44,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,None,Med-High,65,United-States,<=50K
25-34,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,None,Med-High,60,United-States,<=50K
25-34,Federal-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,None,Med-High,40,United-States,<=50K
25-34,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,None,Med-High,40,United-States,<=50K
35-44,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,None,Med-High,46,United-States,<=50K
35-44,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,None,Med-High,45,England,<=50K
35-44,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,None,Med-High,56,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,None,Med-High,35,United-States,<=50K
35-44,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,None,Med-High,40,United-States,<=50K
35-44,Private,10th,6,Widowed,Other-service,Not-in-family,Black,Female,None,Med-High,40,United-States,<=50K
55-64,Private,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,None,Med-High,45,United-States,<=50K
35-44,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,Med-High,48,United-States,<=50K
25-34,Private,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,None,Med-High,60,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,None,Med-High,40,United-States,<=50K
25-34,Private,Some-college,10,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,None,Med-High,40,United-States,<=50K
25-34,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,None,Med-High,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,None,Med-High,40,United-States,<=50K
55-64,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,None,Med-High,40,United-States,<=50K
45-54,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,None,Med-High,40,United-States,<=50K
45-54,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,None,Med-High,40,United-States,<=50K
25-34,Private,10th,6,Never-married,Sales,Other-relative,White,Male,None,Med-High,40,United-States,<=50K
45-54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,None,Med-High,40,United-States,>50K
35-44,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,None,Med-High,60,United-States,>50K
35-44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,65,United-States,>50K
45-54,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,45,United-States,>50K
35-44,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,None,Med-High,40,United-States,>50K
35-44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,Med-High,45,United-States,>50K
35-44,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,80,United-States,>50K
25-34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,None,Med-High,25,United-States,>50K
45-54,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,Med-High,40,United-States,>50K
45-54,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,None,Med-High,40,United-States,>50K
35-44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,45,United-States,>50K
35-44,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,40,United-States,>50K
35-44,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,50,United-States,>50K
45-54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,55,United-States,>50K
35-44,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,60,United-States,>50K
45-54,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,60,United-States,>50K
55-64,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,50,United-States,>50K
45-54,Private,Prof-school,15,Married-civ-spouse,Tech-support,Husband,White,Male,None,Med-High,40,United-States,>50K
35-44,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,48,United-States,>50K
55-64,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,50,United-States,>50K
45-54,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,None,Med-High,40,United-States,>50K
25-34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,None,Med-High,40,United-States,>50K
45-54,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,50,United-States,>50K
55-64,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,None,Med-High,44,United-States,>50K
35-44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,60,United-States,>50K
45-54,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,None,Med-High,50,United-States,>50K
45-54,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,Med-High,40,United-States,>50K
35-44,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,40,United-States,>50K
45-54,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,40,United-States,>50K
25-34,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,None,Med-High,40,China,>50K
35-44,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,50,United-States,>50K
55-64,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,40,United-States,>50K
25-34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,45,United-States,>50K
45-54,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,50,United-States,>50K
35-44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,70,United-States,>50K
25-34,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,40,United-States,>50K
55-64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,45,United-States,>50K
55-64,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,50,United-States,>50K
55-64,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,Med-High,60,United-States,>50K
35-44,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,40,United-States,>50K
55-64,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,None,Med-High,40,United-States,>50K
35-44,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,60,United-States,>50K
55-64,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,None,Med-High,32,China,>50K
45-54,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,50,United-States,>50K
35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Med-High,50,United-States,>50K
35-44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,None,Med-High,60,United-States,>50K
35-44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,50,United-States,>50K
35-44,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,70,United-States,>50K
35-44,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,Med-High,60,United-States,>50K
